PointID,Original_ID,lon,lat,Human_Class,Confidence,Scene,Notes,WC_Class,RF_Pred,error_type,margin,prob_1,prob_2,prob_3,NDVI_mean,NDBI_mean,MNDWI_mean
1,541,118.5855675940413,32.2298006794044,1,h,蓝色建筑,WC_Class=1; RF_OOB_Pred=2; C1_to_C2,1,2,C1_to_C2,0.0,0.5,0.5,0.0,0.37323326,0.08747325,-0.39564526
113,5500,118.62347649903114,32.52354977731148,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.03428571428571431,0.14285714285714285,0.4114285714285714,0.44571428571428573,0.11794227,0.0066658575,-0.15140827
114,9207,119.07766470668196,31.759263133582593,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.04395604395604391,0.02197802197802198,0.46703296703296704,0.510989010989011,0.16960065,-0.051331084,-0.01597444
115,8836,118.7517559216034,32.310289728861505,3,l,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.048387096774193505,0.25268817204301075,0.34946236559139787,0.3978494623655914,0.28608745,-0.19043434,-0.04788959
116,9166,118.92710706506354,31.237611448094388,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.05263157894736842,0.3736842105263158,0.2,0.4263157894736842,0.16592617,-0.012937128,-0.18596123
117,6540,118.89395923107952,31.36759766970648,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.06030150753768848,0.3065326633165829,0.3165829145728643,0.3768844221105528,0.21295346,-0.064576805,-0.09863118
118,6749,118.9960078473555,31.978272399850933,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.06951871657754011,0.3155080213903743,0.2994652406417112,0.3850267379679144,0.17870943,0.03854744,-0.1137336
119,8104,118.76307469418332,31.357087380882284,3,l,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.1076923076923077,0.0,0.4461538461538462,0.5538461538461539,0.32800004,-0.26689667,0.03898705
120,6859,118.78436476641694,31.38403683940587,2,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.11180124223602483,0.06832298136645963,0.40993788819875776,0.5217391304347826,0.2298962,-0.18479736,-0.03819265
121,5695,118.84823498311783,32.31352366388434,3,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.12435233160621761,0.0051813471502590676,0.43523316062176165,0.5595854922279793,0.16609004,-0.11713244,0.034382235
122,7882,119.1251855852119,31.35789586463799,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.14438502673796794,0.03208556149732621,0.4117647058823529,0.5561497326203209,0.106225185,0.031241696,-0.05868423
123,5237,118.92701723353512,31.24336066591275,2,m,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.15000000000000002,0.28,0.285,0.435,0.19010562,-0.06245475,-0.096380875
124,7316,119.08215628310256,31.791602483810895,3,h,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.1584699453551912,0.02185792349726776,0.4098360655737705,0.5683060109289617,0.19427478,-0.081139185,0.032185193
125,9381,118.97929918307088,31.310105491522833,2,l,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.16847826086956524,0.016304347826086956,0.4076086956521739,0.5760869565217391,0.18332629,-0.15072869,0.017714627
126,9531,118.84976211910084,31.303457958420346,2,h,veg,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.16923076923076924,0.24615384615384617,0.2923076923076923,0.46153846153846156,0.23902635,-0.12889631,-0.03991063
127,5592,119.0223284851802,32.21605645555737,3,l,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.19553072625698326,0.0223463687150838,0.39106145251396646,0.5865921787709497,0.22410849,-0.23971938,0.09300733
128,7541,119.14952992941151,31.366250196780303,2,h,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.2417582417582418,0.01098901098901099,0.37362637362637363,0.6153846153846154,0.25307128,-0.25988033,0.08322241
129,6550,118.37302619781862,32.00261674405057,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.2430939226519337,0.03867403314917127,0.35911602209944754,0.6022099447513812,0.005375648,0.11504029,-0.03092421
130,5930,118.6621938877767,32.09945513167865,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.2647058823529412,0.25882352941176473,0.21764705882352942,0.5235294117647059,0.008234623,0.080499716,-0.08066419
131,6064,118.87778955596538,31.526599474995635,2,m,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.2688172043010753,0.07526881720430108,0.3279569892473118,0.5967741935483871,0.14769308,-0.058715597,-0.07903266
132,9589,118.8344009277424,31.26033882478261,2,l,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.2771739130434783,0.10326086956521739,0.30978260869565216,0.5869565217391305,0.21344143,-0.15144627,-0.030123558
133,7315,118.84437222739612,32.533431245436795,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.29213483146067415,0.21348314606741572,0.24719101123595505,0.5393258426966292,0.0338656,-0.0012144769,-0.024704697
134,8736,118.58745405613794,32.15497101623724,2,m,水体边缘,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.29714285714285715,0.017142857142857144,0.34285714285714286,0.64,0.1555317,-0.10917394,-0.011954343
135,8694,118.90599665588672,31.410087982645333,3,m,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.30054644808743175,0.02185792349726776,0.33879781420765026,0.639344262295082,0.15288661,0.00016419258,-0.014436565
136,8571,118.5029225879023,32.207073302716175,3,h,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.30939226519337015,0.016574585635359115,0.3370165745856354,0.6464088397790055,0.14396092,-0.13277796,0.02309202
137,7645,118.9651058015818,31.62712095528861,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.3664921465968587,0.12041884816753927,0.25654450261780104,0.6230366492146597,0.12431098,-0.06872758,0.0069135064
138,7963,118.80484635489486,31.26923214609539,2,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.37948717948717947,0.005128205128205128,0.3076923076923077,0.6871794871794872,0.13712215,-0.13751772,0.040657297
139,9127,119.06356115672128,31.890596828120863,3,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.3812154696132597,0.011049723756906077,0.30386740331491713,0.6850828729281768,0.13057101,-0.026900643,0.04226468
140,7886,118.75579834038194,31.32879044943252,2,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.38636363636363635,0.03409090909090909,0.2897727272727273,0.6761363636363636,0.29255426,-0.22523378,-0.007274704
141,5450,118.8922524320397,31.41718467338988,3,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.39062500000000006,0.005208333333333333,0.3020833333333333,0.6927083333333334,0.12003237,-0.16355935,0.06582514
142,8283,118.80870911061658,31.359063674507347,3,h,水体,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.3928571428571428,0.11904761904761904,0.24404761904761904,0.6369047619047619,0.19249734,-0.16779123,0.03622212
143,8937,119.19938642768015,31.402631965787144,3,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4057142857142857,0.0,0.29714285714285715,0.7028571428571428,0.07603351,-0.3182125,0.29169664
144,5407,118.84607902643596,31.3421753471659,2,l,田地,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4124293785310735,0.0,0.2937853107344633,0.7062146892655368,0.17265038,-0.3536258,0.23932633
145,5598,118.94974461022336,31.561723602604708,2,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4255319148936171,0.010638297872340425,0.28191489361702127,0.7074468085106383,0.16883382,-0.14861825,0.048862133
146,7082,118.85667914678857,31.808580642680756,2,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4269662921348314,0.011235955056179775,0.2808988764044944,0.7078651685393258,0.1961146,-0.14805403,0.08325726
147,5059,118.9802873298834,31.55570489020111,2,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4285714285714286,0.0,0.2857142857142857,0.7142857142857143,0.10086757,-0.11292628,0.053822625
148,6366,118.84158745001535,31.325915840523336,2,l,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.4293193717277487,0.015706806282722512,0.2774869109947644,0.7068062827225131,0.21115218,-0.14815754,0.007881962
149,5457,118.76657812379138,31.322951400085746,2,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.44387755102040816,0.00510204081632653,0.2755102040816326,0.7193877551020408,0.11415143,-0.12243822,0.05780003
150,7632,119.01864539251532,31.52722829569452,3,m,水田,WC_Class=2; RF_OOB_Pred=3; C2_to_C3,2,3,C2_to_C3,0.44808743169398907,0.0273224043715847,0.26229508196721313,0.7103825136612022,0.18072659,-0.09102518,-0.036724143
