City,PointID,Original_ID,Human_Class,WC_Class,Scene_raw,Scene_group,Disagree,Confidence
Hefei,8,6556,1,2,建筑,Built-up edge / urban fabric,1,h
Hefei,9,8014,2,2,大棚,Greenhouse / polytunnel,0,h
Hefei,10,7227,2,2,农村地面,Rural settlement / surfaces,0,m
Hefei,11,9047,1,2,建筑边缘,Built-up edge / urban fabric,1,h
Hefei,12,12037,3,3,水体边缘,Water / water edge,0,h
Hefei,13,6943,1,2,特殊建筑,Built-up edge / urban fabric,1,h
Hefei,14,9516,2,2,大棚,Greenhouse / polytunnel,0,h
Hefei,15,6115,2,2,veg,Vegetation / forest edge,0,h
Hefei,16,7266,2,2,工地,Bare land / construction,0,h
Hefei,17,92,2,1,公园绿地,Vegetation / forest edge,1,m
Hefei,18,8713,1,2,特殊建筑,Built-up edge / urban fabric,1,h
Hefei,19,2551,1,1,建筑,Built-up edge / urban fabric,0,m
Hefei,20,9196,3,2,水体边缘,Water / water edge,1,h
Hefei,21,2418,3,1,水体,Water / water edge,1,m
Hefei,22,5348,2,2,水体边缘,Water / water edge,0,m
Hefei,23,4182,2,1,城市绿植,Vegetation / forest edge,1,h
Hefei,24,5698,2,2,工地,Bare land / construction,0,m
Hefei,25,4251,2,1,城市绿地,Vegetation / forest edge,1,h
Hefei,26,8877,1,2,农村房屋,Rural settlement / surfaces,1,m
Hefei,27,9506,2,2,大棚,Greenhouse / polytunnel,0,h
Hefei,28,5836,1,2,工厂,Built-up edge / urban fabric,1,h
Hefei,29,3100,2,1,水体边缘,Water / water edge,1,m
Hefei,30,5675,2,2,农村建筑,Rural settlement / surfaces,0,m
Hefei,31,7725,2,2,城市绿地,Vegetation / forest edge,0,m
Hefei,32,5186,2,2,水体边缘,Water / water edge,0,m
Hefei,33,1341,2,1,路边veg,Vegetation / forest edge,1,h
Hefei,34,13148,3,3,水体边缘,Water / water edge,0,h
Hefei,35,3493,1,1,城市建筑绿植,Built-up edge / urban fabric,0,m
Hefei,36,8820,2,2,水体边缘,Water / water edge,0,m
Hefei,37,7009,2,2,road边缘veg,Road / road edge,0,h
Hefei,38,8282,2,2,城市建筑阴影,Built-up edge / urban fabric,0,m
Hefei,39,160,1,1,car park 和 veg交界,Built-up edge / urban fabric,0,m
Hefei,40,4794,2,1,veg,Vegetation / forest edge,1,h
Hefei,41,3140,1,1,high way,Other / misc,0,h
Hefei,42,11597,3,3,水体,Water / water edge,0,h
Hefei,43,4496,2,1,农田,Paddy / cropland / field,1,h
Hefei,44,3600,2,1,veg,Vegetation / forest edge,1,h
Hefei,45,3827,2,1,路边veg,Vegetation / forest edge,1,m
Hefei,46,4335,2,1,水体边缘,Water / water edge,1,m
Hefei,47,8584,2,2,田地,Paddy / cropland / field,0,h
Hefei,48,103,1,1,农村地面,Rural settlement / surfaces,0,l
Hefei,49,7092,2,2,水体边缘,Water / water edge,0,m
Hefei,50,6014,2,2,veg,Vegetation / forest edge,0,h
Hefei,51,558,2,1,veg,Vegetation / forest edge,1,h
Hefei,52,4095,1,1,农村孤立房子,Rural settlement / surfaces,0,m
Hefei,53,3067,2,1,road veg,Road / road edge,1,m
Hefei,54,9835,2,2,水体边缘,Water / water edge,0,m
Hefei,55,9013,1,2,城市广场地面,Bare land / construction,1,h
Hefei,56,4410,2,1,土路 田地,Paddy / cropland / field,1,h
Hefei,57,2023,2,1,乱地,Bare land / construction,1,h
Hefei,58,9274,1,2,小区路面,Road / road edge,1,m
Hefei,59,6428,1,2,公路 veg,Road / road edge,1,m
Hefei,60,14901,1,3,水体边缘,Water / water edge,1,m
Hefei,61,4968,2,1,小区veg,Built-up edge / urban fabric,1,h
Hefei,62,4714,1,1,城市路面,Road / road edge,0,h
Hefei,63,1857,2,1,土路 田地,Paddy / cropland / field,1,h
Hefei,64,5887,2,2,田地,Paddy / cropland / field,0,h
Hefei,65,3230,1,1,城市小区,Built-up edge / urban fabric,0,m
Hefei,66,1693,2,1,裸土,Bare land / construction,1,m
Hefei,67,5902,2,2,农村孤立房子,Rural settlement / surfaces,0,m
Hefei,68,7767,2,2,veg,Vegetation / forest edge,0,m
Hefei,69,6469,1,2,工厂,Built-up edge / urban fabric,1,h
Hefei,70,4740,2,1,veg,Vegetation / forest edge,1,m
Hefei,71,6305,2,2,水体边缘,Water / water edge,0,m
Hefei,72,8482,1,2,建筑,Built-up edge / urban fabric,1,h
Hefei,73,10588,2,3,水体边缘,Water / water edge,1,m
Hefei,74,3019,2,1,veg,Vegetation / forest edge,1,l
Hefei,75,9197,1,2,高铁站,Road / road edge,1,m
Hefei,76,2910,1,1,建筑,Built-up edge / urban fabric,0,h
Hefei,77,1410,2,1,农村孤立建筑,Rural settlement / surfaces,1,m
Hefei,78,8505,1,2,水泥路面,Road / road edge,1,m
Hefei,79,545,2,1,veg,Vegetation / forest edge,1,h
Hefei,80,487,2,1,veg,Vegetation / forest edge,1,h
Hefei,81,8602,2,2,孤立建筑水体边缘,Rural settlement / surfaces,0,l
Hefei,82,5015,2,2,农村土路,Rural settlement / surfaces,0,h
Hefei,83,17,2,1,veg,Vegetation / forest edge,1,h
Hefei,84,2666,2,1,农田土地,Paddy / cropland / field,1,h
Hefei,85,9688,2,2,水体旁边的veg,Water / water edge,0,h
Hefei,86,1869,2,1,农村土路,Rural settlement / surfaces,1,l
Hefei,87,7925,2,2,田地,Paddy / cropland / field,0,h
Hefei,88,2717,2,1,veg,Vegetation / forest edge,1,m
Hefei,89,13362,3,3,水体,Water / water edge,0,m
Hefei,90,1381,2,1,小区绿植,Built-up edge / urban fabric,1,m
Hefei,91,1631,1,1,小区地面,Built-up edge / urban fabric,0,m
Hefei,92,6480,3,2,水体边缘,Water / water edge,1,h
Hefei,93,8345,2,2,农村土路,Rural settlement / surfaces,0,h
Hefei,94,7918,2,2,veg,Vegetation / forest edge,0,h
Hefei,95,4487,2,1,土路,Road / road edge,1,m
Hefei,96,4572,1,1,railway 边缘,Road / road edge,0,m
Hefei,97,7643,1,2,建筑,Built-up edge / urban fabric,1,h
Hefei,98,5579,2,2,农村土路,Rural settlement / surfaces,0,h
Hefei,99,6730,3,2,水体,Water / water edge,1,m
Hefei,100,7413,1,2,农村建筑,Rural settlement / surfaces,1,h
Hefei,101,7131,2,2,农村土路,Rural settlement / surfaces,0,h
Hefei,102,9019,2,2,大棚,Greenhouse / polytunnel,0,h
Hefei,103,4380,2,1,农村孤立建筑,Rural settlement / surfaces,1,h
Hefei,104,10509,3,3,水体,Water / water edge,0,h
Hefei,105,6173,1,2,小区路面,Road / road edge,1,m
Hefei,106,8537,1,2,城市路面,Road / road edge,1,m
Hefei,107,2458,2,1,工地,Bare land / construction,1,l
Hefei,108,1063,2,1,土路,Road / road edge,1,h
Hefei,109,1414,2,1,veg,Vegetation / forest edge,1,h
Hefei,110,5922,2,2,水体边缘veg,Water / water edge,0,h
Hefei,111,3319,2,1,veg,Vegetation / forest edge,1,h
Hefei,112,5441,2,2,大棚,Greenhouse / polytunnel,0,h
Hefei,113,5923,2,2,田地,Paddy / cropland / field,0,m
Hefei,114,5220,1,2,建筑,Built-up edge / urban fabric,1,m
Hefei,115,8981,2,2,工地,Bare land / construction,0,h
Hefei,116,1061,2,1,veg 土路,Road / road edge,1,m
Hefei,117,8979,2,2,乱地,Bare land / construction,0,h
Hefei,118,7059,2,2,veg,Vegetation / forest edge,0,m
Hefei,119,10608,2,3,veg,Vegetation / forest edge,1,m
Hefei,120,11720,3,3,水体,Water / water edge,0,h
Hefei,121,4808,2,1,veg,Vegetation / forest edge,1,h
Hefei,122,7866,2,2,veg,Vegetation / forest edge,0,m
Hefei,123,9246,2,2,农村地面,Rural settlement / surfaces,0,m
Hefei,124,1586,1,1,小区地面,Built-up edge / urban fabric,0,m
Hefei,125,927,1,1,农村建筑,Rural settlement / surfaces,0,h
Hefei,126,5062,1,2,小区,Built-up edge / urban fabric,1,h
Hefei,127,3617,2,1,veg,Vegetation / forest edge,1,m
Hefei,128,3886,2,1,veg,Vegetation / forest edge,1,m
Hefei,129,824,1,1,小区veg,Built-up edge / urban fabric,0,m
Hefei,130,5973,1,2,工厂,Built-up edge / urban fabric,1,m
Hefei,131,2773,2,1,农村地面,Rural settlement / surfaces,1,h
Hefei,132,2604,2,1,veg,Vegetation / forest edge,1,h
Hefei,133,4512,1,1,city road,Road / road edge,0,h
Hefei,134,7358,1,2,urban road,Road / road edge,1,h
Hefei,135,3118,2,1,农村路面,Rural settlement / surfaces,1,h
Hefei,136,2862,1,1,城市路面,Road / road edge,0,h
Hefei,137,2938,2,1,veg,Vegetation / forest edge,1,h
Hefei,138,5623,2,2,veg,Vegetation / forest edge,0,m
Hefei,139,2745,1,1,小区,Built-up edge / urban fabric,0,h
Hefei,140,5379,1,2,水坝建筑,Water / water edge,1,h
Hefei,141,630,3,1,水体,Water / water edge,1,h
Hefei,142,9306,2,2,veg,Vegetation / forest edge,0,h
Hefei,143,10405,3,3,水体,Water / water edge,0,h
Hefei,144,3557,1,1,房子院子,Rural settlement / surfaces,0,m
Hefei,145,1905,1,1,小区veg,Built-up edge / urban fabric,0,m
Hefei,146,6180,2,2,稻田,Paddy / cropland / field,0,h
Hefei,147,8624,2,2,水体边缘,Water / water edge,0,m
Hefei,148,8013,2,2,公路边缘,Road / road edge,0,m
Hefei,149,6535,2,2,veg,Vegetation / forest edge,0,m
Hefei,150,7218,2,2,工地,Bare land / construction,0,m
Nanjing,1,6972,1,2,高亮反射建筑边缘,Built-up edge / urban fabric,1,H
Nanjing,2,9022,1,2,高亮反射建筑边缘,Built-up edge / urban fabric,1,M
Nanjing,3,6276,1,2,高亮反射建筑边缘,Built-up edge / urban fabric,1,H
Nanjing,4,7873,1,2,高亮反射建筑边缘,Built-up edge / urban fabric,1,H
Nanjing,5,710,2,1,建筑旁边的树木,Built-up edge / urban fabric,1,M
Nanjing,6,9032,1,2,建筑边缘阴影,Built-up edge / urban fabric,1,M
Nanjing,7,2365,2,1,高反射空地旁边的树木,Bare land / construction,1,H
Nanjing,8,6813,2,2,复杂地物高反射,Mixed / complex,0,h
Nanjing,9,7567,1,2,建筑缝隙,Built-up edge / urban fabric,1,h
Nanjing,10,7450,1,2,建筑边缘,Built-up edge / urban fabric,1,h
Nanjing,11,9425,1,2,建筑工地,Bare land / construction,1,h
Nanjing,12,8323,1,2,特殊建筑,Built-up edge / urban fabric,1,h
Nanjing,13,6442,1,2,城市路面,Road / road edge,1,h
Nanjing,14,7784,2,2,建筑旁边数据,Built-up edge / urban fabric,0,m
Nanjing,15,9505,2,2,建筑旁边数据,Built-up edge / urban fabric,0,h
Nanjing,16,9339,1,2,car park,Built-up edge / urban fabric,1,h
Nanjing,17,8200,3,2,水体中暴露的地面,Water / water edge,1,l
Nanjing,18,4317,2,1,树木,Vegetation / forest edge,1,h
Nanjing,19,9240,1,2,建筑,Built-up edge / urban fabric,1,h
Nanjing,20,4930,2,1,水体边缘,Water / water edge,1,l
Nanjing,21,5323,2,2,农村土路,Rural settlement / surfaces,0,h
Nanjing,22,5300,2,2,水体旁边的树木,Water / water edge,0,m
Nanjing,23,7847,2,2,水体旁边的树木,Water / water edge,0,m
Nanjing,24,6318,3,2,浑浊水体,Water / water edge,1,m
Nanjing,25,9773,1,2,浑浊水体旁边的建筑,Water / water edge,1,m
Nanjing,26,9678,2,2,农村土路,Rural settlement / surfaces,0,h
Nanjing,27,5577,3,2,水体和 城市路面边缘,Water / water edge,1,m
Nanjing,28,8328,2,2,城市road旁边的树木,Road / road edge,0,m
Nanjing,29,9754,3,2,浑浊水体边缘,Water / water edge,1,l
Nanjing,30,9205,1,2,城市建筑地面,Built-up edge / urban fabric,1,m
Nanjing,31,8055,3,2,水体边缘,Water / water edge,1,m
Nanjing,32,6104,3,2,水体边缘,Water / water edge,1,m
Nanjing,33,8466,2,2,空地旁边的数据,Bare land / construction,0,m
Nanjing,34,8083,2,2,建筑旁边的树木,Built-up edge / urban fabric,0,h
Nanjing,35,12430,1,3,水体旁边的公园地面,Water / water edge,1,m
Nanjing,36,11670,3,3,水体边缘,Water / water edge,0,h
Nanjing,37,2484,1,1,小区路面 + 建筑阴影,Road / road edge,0,m
Nanjing,38,6891,1,2,水体旁边的建筑,Water / water edge,1,m
Nanjing,39,9562,2,2,road旁边水田,Paddy / cropland / field,0,h
Nanjing,40,5090,1,2,特殊建筑还有阴影,Built-up edge / urban fabric,1,h
Nanjing,41,9406,1,2,城市广场地面,Bare land / construction,1,h
Nanjing,42,10207,1,3,水面上的桥梁,Built-up edge / urban fabric,1,h
Nanjing,43,4273,2,1,水体边缘,Water / water edge,1,l
Nanjing,44,3740,2,1,建筑旁边的树木,Built-up edge / urban fabric,1,m
Nanjing,45,10471,1,3,公园水体旁边的公园路面,Water / water edge,1,m
Nanjing,46,5184,1,2,工厂的路面,Road / road edge,1,h
Nanjing,47,3446,2,1,树木,Vegetation / forest edge,1,h
Nanjing,48,1979,2,1,工地土面旁边的树木,Bare land / construction,1,h
Nanjing,49,7510,3,2,水体边缘,Water / water edge,1,m
Nanjing,50,6159,1,2,公园路面,Road / road edge,1,h
Nanjing,51,6631,2,2,农村房子旁边的菜地,Paddy / cropland / field,0,m
Nanjing,52,2835,2,1,农村的房子,Rural settlement / surfaces,1,m
Nanjing,53,5721,1,2,小区的地面,Built-up edge / urban fabric,1,h
Nanjing,54,9424,2,2,农村房子旁边的菜地,Paddy / cropland / field,0,m
Nanjing,55,17,2,1,工厂地面旁边树木,Built-up edge / urban fabric,1,m
Nanjing,56,5140,2,2,绿色房子旁边的树木,Vegetation / forest edge,0,m
Nanjing,57,13529,2,3,水体的边缘,Water / water edge,1,m
Nanjing,58,9146,3,2,水体的边缘,Water / water edge,1,m
Nanjing,59,14192,2,3,水体的边缘,Water / water edge,1,m
Nanjing,60,2139,2,1,树木中间的城市路面,Road / road edge,1,m
Nanjing,61,9477,1,2,城市road,Road / road edge,1,m
Nanjing,62,5445,2,2,建筑旁边的树木,Built-up edge / urban fabric,0,h
Nanjing,63,9241,2,2,水体旁边的路,Water / water edge,0,m
Nanjing,64,6402,3,2,树木旁边的水体,Water / water edge,1,m
Nanjing,65,7097,1,2,白色屋顶,Built-up edge / urban fabric,1,h
Nanjing,66,6777,2,2,水体的边缘,Water / water edge,0,m
Nanjing,67,5658,2,2,水体的边缘，有雾,Water / water edge,0,l
Nanjing,68,7972,1,2,建筑白色屋顶,Built-up edge / urban fabric,1,h
Nanjing,69,1740,2,1,建筑旁边的树木,Built-up edge / urban fabric,1,m
Nanjing,70,9359,2,2,农村菜地,Paddy / cropland / field,0,h
Nanjing,71,1529,1,1,小区建筑和地面,Built-up edge / urban fabric,0,h
Nanjing,72,1796,3,1,水体,Water / water edge,1,l
Nanjing,73,6467,2,2,建筑工地,Bare land / construction,0,h
Nanjing,74,5262,1,2,小区路面和树木中间,Road / road edge,1,m
Nanjing,75,11134,3,3,公园水体边缘,Water / water edge,0,l
Nanjing,76,1525,2,1,农村空地和田地边缘,Paddy / cropland / field,1,m
Nanjing,77,6255,2,2,裸地和土路,Road / road edge,0,h
Nanjing,78,1785,2,1,建筑工地,Bare land / construction,1,h
Nanjing,79,5291,1,2,小区建筑边缘,Built-up edge / urban fabric,1,m
Nanjing,80,8532,1,2,城市小区,Built-up edge / urban fabric,1,h
Nanjing,81,3712,2,1,土路和树木边缘,Road / road edge,1,h
Nanjing,82,4904,2,1,工地裸地,Bare land / construction,1,h
Nanjing,83,5194,1,2,蓝色工厂建筑,Built-up edge / urban fabric,1,h
Nanjing,84,5775,1,2,城市路面,Road / road edge,1,h
Nanjing,85,11081,2,3,水体边缘,Water / water edge,1,h
Nanjing,86,3900,2,1,城市road和树木边缘,Road / road edge,1,m
Nanjing,87,7639,3,2,水体,Water / water edge,1,h
Nanjing,88,4058,1,1,工厂建筑,Built-up edge / urban fabric,0,h
Nanjing,89,3830,2,1,农村土路,Rural settlement / surfaces,1,h
Nanjing,90,9175,2,2,农村土路,Rural settlement / surfaces,0,h
Nanjing,91,108,2,1,农村土路,Rural settlement / surfaces,1,h
Nanjing,92,1243,2,1,road边上的树木,Road / road edge,1,m
Nanjing,93,11928,3,3,公园水体边缘,Water / water edge,0,h
Nanjing,94,6424,2,2,复杂工地,Bare land / construction,0,h
Nanjing,95,3109,2,1,城市特殊地物,Other / misc,1,l
Nanjing,96,4898,2,1,水体旁边的树木,Water / water edge,1,m
Nanjing,97,868,1,1,工厂路面,Road / road edge,0,m
Nanjing,98,6192,1,2,高速路面阴影,Road / road edge,1,l
Nanjing,99,3184,1,1,小区,Built-up edge / urban fabric,0,h
Nanjing,100,2929,2,1,树木,Vegetation / forest edge,1,h
Nanjing,101,7332,1,2,树木旁边的房子,Vegetation / forest edge,1,m
Nanjing,102,4589,1,1,小区阴影地面,Built-up edge / urban fabric,0,l
Nanjing,103,8872,2,2,树木,Vegetation / forest edge,0,m
Nanjing,104,1929,2,1,road旁边的树木,Road / road edge,1,m
Nanjing,105,11775,2,3,水体边缘,Water / water edge,1,m
Nanjing,106,981,2,1,田地,Paddy / cropland / field,1,h
Nanjing,107,2158,2,1,水体边缘,Water / water edge,1,l
Nanjing,108,8049,1,2,road,Road / road edge,1,h
Nanjing,109,4658,2,1,树林,Vegetation / forest edge,1,h
Nanjing,110,3144,2,1,绿化带,Vegetation / forest edge,1,h
Nanjing,111,8703,2,2,水体边缘,Water / water edge,0,m
Nanjing,112,6691,2,2,裸土烂地面,Bare land / construction,0,h
Nanjing,113,2070,2,1,农村破房子和林地,Rural settlement / surfaces,1,m
Nanjing,114,4905,1,1,建筑,Built-up edge / urban fabric,0,h
Nanjing,115,1719,2,1,水体边缘的树木,Water / water edge,1,m
Nanjing,116,6074,3,2,水体边缘,Water / water edge,1,h
Nanjing,117,5812,2,2,农村院子地面,Rural settlement / surfaces,0,l
Nanjing,118,4179,2,1,树木,Vegetation / forest edge,1,h
Nanjing,119,14565,3,3,水体,Water / water edge,0,h
Nanjing,120,6389,1,2,小区路面,Road / road edge,1,l
Nanjing,121,10576,2,3,水体边缘裸露地物,Water / water edge,1,m
Nanjing,122,8995,3,2,浑浊水体边缘,Water / water edge,1,m
Nanjing,123,8265,1,2,光伏电厂地面,Other / misc,1,h
Nanjing,124,10624,2,3,水体中的裸露地面,Water / water edge,1,l
Nanjing,125,9750,1,2,公路,Road / road edge,1,h
Nanjing,126,3429,1,1,小区,Built-up edge / urban fabric,0,h
Nanjing,127,7644,1,2,小区路面 + 阴影,Road / road edge,1,m
Nanjing,128,2051,2,1,公园路面和 树木,Road / road edge,1,m
Nanjing,129,11832,3,3,水体,Water / water edge,0,h
Nanjing,130,5255,1,2,road 和树木交界,Road / road edge,1,m
Nanjing,131,4496,2,1,农村路面和树木,Rural settlement / surfaces,1,h
Nanjing,132,7007,2,2,农村地物,Rural settlement / surfaces,0,h
Nanjing,133,2888,1,1,建筑,Built-up edge / urban fabric,0,h
Nanjing,134,1116,2,1,道路旁边的绿植,Vegetation / forest edge,1,h
Nanjing,135,9455,2,2,城市绿植,Vegetation / forest edge,0,l
Nanjing,136,3449,2,1,道路旁边的绿植,Vegetation / forest edge,1,m
Nanjing,137,161,2,1,城市绿植,Vegetation / forest edge,1,h
Nanjing,138,13112,1,3,road,Road / road edge,1,m
Nanjing,139,4916,2,1,农村地面,Rural settlement / surfaces,1,h
Nanjing,140,5166,2,2,土路,Road / road edge,0,h
Nanjing,141,13425,2,3,水体边缘,Water / water edge,1,m
Nanjing,142,888,2,1,城市绿植,Vegetation / forest edge,1,l
Nanjing,143,3121,2,1,水田,Paddy / cropland / field,1,l
Nanjing,144,1422,2,1,建筑和林地边缘,Built-up edge / urban fabric,1,m
Nanjing,145,4511,1,1,体育场,Built-up edge / urban fabric,0,h
Nanjing,146,6602,2,2,空地杂草,Bare land / construction,0,h
Nanjing,147,8628,2,2,树木,Vegetation / forest edge,0,m
Nanjing,148,11303,2,3,水体边缘,Water / water edge,1,m
Nanjing,149,9681,2,2,农村土路,Rural settlement / surfaces,0,h
Nanjing,150,4500,2,1,绿植和road,Road / road edge,1,m
Hangzhou,1,9811,1,2,建筑,Built-up edge / urban fabric,1,h
Hangzhou,2,8848,1,2,建筑,Built-up edge / urban fabric,1,h
Hangzhou,3,8387,2,2,mix,Mixed / complex,0,l
Hangzhou,4,10287,3,3,水体,Water / water edge,0,l
Hangzhou,5,489,2,1,veg,Vegetation / forest edge,1,h
Hangzhou,6,11873,3,3,tw,Water / water edge,0,l
Hangzhou,7,12575,3,3,水体,Water / water edge,0,h
Hangzhou,8,2071,2,1,veg,Unlabeled,1,h
Hangzhou,9,12610,3,3,水体,Water / water edge,0,h
Hangzhou,10,5155,2,2,荒地,Bare land / construction,0,h
Hangzhou,11,3619,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,12,6042,1,2,建筑,Built-up edge / urban fabric,1,h
Hangzhou,13,4967,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,14,8078,2,2,veg,Vegetation / forest edge,0,l
Hangzhou,15,9118,2,2,土路,Road / road edge,0,m
Hangzhou,16,1874,2,1,veg,Urban green space,1,h
Hangzhou,17,9877,2,2,veg,Urban green space,0,m
Hangzhou,18,2088,2,1,veg,Urban green space,1,m
Hangzhou,19,10510,3,3,水体,Water / water edge,0,h
Hangzhou,20,2482,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,21,12510,3,3,we,Water / water edge,0,m
Hangzhou,22,12546,3,3,水体,Water / water edge,0,m
Hangzhou,23,61,2,1,fe,Vegetation / forest edge,1,m
Hangzhou,24,12221,3,3,we,Water / water edge,0,m
Hangzhou,25,13483,3,3,we,Water / water edge,0,m
Hangzhou,26,9607,1,2,建筑,Built-up edge / urban fabric,1,h
Hangzhou,27,8717,2,2,veg,Vegetation / forest edge,0,m
Hangzhou,28,10220,2,3,fe,Vegetation / forest edge,1,m
Hangzhou,29,9946,2,2,ct,Cropland / paddy transition,0,l
Hangzhou,30,10523,2,3,水体边缘,Water / water edge,1,m
Hangzhou,31,12515,3,3,水体,Water / water edge,0,l
Hangzhou,32,14265,3,3,we,Water / water edge,0,m
Hangzhou,33,172,1,1,br,Built-up edge / urban fabric,0,h
Hangzhou,34,10605,3,3,we,Water / water edge,0,m
Hangzhou,35,8057,3,2,水体,Water / water edge,1,h
Hangzhou,36,13727,3,3,水体,Water / water edge,0,h
Hangzhou,37,11702,3,3,tw,Water / water edge,0,l
Hangzhou,38,6443,1,2,路面,Road / road edge,1,m
Hangzhou,39,13689,3,3,we,Water / water edge,0,m
Hangzhou,40,14525,3,3,tw,Water / water edge,0,m
Hangzhou,41,8591,2,2,fe,Vegetation / forest edge,0,m
Hangzhou,42,11962,3,3,水体,Water / water edge,0,h
Hangzhou,43,9226,3,2,we,Water / water edge,1,l
Hangzhou,44,6825,3,2,tw,Water / water edge,1,l
Hangzhou,45,10074,3,3,水体,Water / water edge,0,l
Hangzhou,46,12573,2,3,bl,Bare land / construction,1,m
Hangzhou,47,9536,1,2,高铁站,Road / road edge,1,h
Hangzhou,48,13800,3,3,we,Water / water edge,0,m
Hangzhou,49,8675,2,2,re,Road / road edge,0,m
Hangzhou,50,400,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,51,530,2,1,veg,Unlabeled,1,h
Hangzhou,52,7518,2,2,veg,Vegetation / forest edge,0,m
Hangzhou,53,467,2,1,veg,Unlabeled,1,h
Hangzhou,54,12936,3,3,we,Water / water edge,0,m
Hangzhou,55,9694,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,56,3506,2,1,bl,Bare land / construction,1,m
Hangzhou,57,13199,3,3,水体边缘,Water / water edge,0,m
Hangzhou,58,13138,2,3,bl,Bare land / construction,1,m
Hangzhou,59,10173,3,3,we,Water / water edge,0,m
Hangzhou,60,12060,3,3,水体,Water / water edge,0,m
Hangzhou,61,7713,1,2,农村路面,Rural settlement / surfaces,1,m
Hangzhou,62,13801,2,3,bl,Bare land / construction,1,m
Hangzhou,63,9484,2,2,veg,Vegetation / forest edge,0,m
Hangzhou,64,1658,2,1,veg,Urban green space,1,h
Hangzhou,65,14630,3,3,we,Water / water edge,0,m
Hangzhou,66,11620,2,3,veg,Unlabeled,1,m
Hangzhou,67,12864,3,3,we,Water / water edge,0,m
Hangzhou,68,6591,1,2,road,Road / road edge,1,h
Hangzhou,69,8581,2,2,fe,Unlabeled,0,l
Hangzhou,70,404,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,71,9702,2,2,bl,Bare land / construction,0,m
Hangzhou,72,10599,3,3,we,Water / water edge,0,m
Hangzhou,73,12086,3,3,we,Water / water edge,0,m
Hangzhou,74,7416,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,75,2003,2,1,veg,Vegetation / forest edge,1,h
Hangzhou,76,8967,2,2,fe,Vegetation / forest edge,0,m
Hangzhou,77,11801,3,3,we,Water / water edge,0,l
Hangzhou,78,6244,3,2,we,Water / water edge,1,h
Hangzhou,79,10418,3,3,we,Water / water edge,0,h
Hangzhou,80,13515,3,3,we,Water / water edge,0,m
Hangzhou,81,6929,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,82,3348,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,83,2972,2,1,veg,Urban green space,1,h
Hangzhou,84,8228,2,2,bl,Bare land / construction,0,h
Hangzhou,85,11079,2,3,veg,Unlabeled,1,l
Hangzhou,86,14733,3,3,水体,Water / water edge,0,h
Hangzhou,87,13644,3,3,we,Water / water edge,0,m
Hangzhou,88,5759,3,2,we,Water / water edge,1,l
Hangzhou,89,719,2,1,土地,Bare land / construction,1,h
Hangzhou,90,6836,2,2,bl,Bare land / construction,0,m
Hangzhou,91,6251,3,2,水体,Water / water edge,1,h
Hangzhou,92,9910,2,2,bl,Bare land / construction,0,m
Hangzhou,93,2532,2,1,ct,Cropland / paddy transition,1,h
Hangzhou,94,9633,2,2,ct,Cropland / paddy transition,0,m
Hangzhou,95,601,1,1,re,Road / road edge,0,h
Hangzhou,96,10379,2,3,bl,Bare land / construction,1,h
Hangzhou,97,2657,1,1,be,Built-up edge / urban fabric,0,m
Hangzhou,98,2795,1,1,be,Built-up edge / urban fabric,0,m
Hangzhou,99,4,2,1,veg,Vegetation / forest edge,1,h
Hangzhou,100,622,1,1,be,Built-up edge / urban fabric,0,h
Hangzhou,101,10026,3,3,we,Water / water edge,0,m
Hangzhou,102,8262,2,2,bl,Bare land / construction,0,m
Hangzhou,103,2333,2,1,veg,Vegetation / forest edge,1,h
Hangzhou,104,7863,1,2,建筑,Built-up edge / urban fabric,1,h
Hangzhou,105,442,2,1,veg,Unlabeled,1,h
Hangzhou,106,13655,2,3,水体边缘,Water / water edge,1,l
Hangzhou,107,7510,3,2,we,Water / water edge,1,m
Hangzhou,108,12634,3,3,we,Water / water edge,0,m
Hangzhou,109,9189,2,2,veg,Vegetation / forest edge,0,h
Hangzhou,110,10077,2,3,fe,Urban green space,1,m
Hangzhou,111,8092,2,2,bl,Bare land / construction,0,h
Hangzhou,112,3669,2,1,bl,Bare land / construction,1,h
Hangzhou,113,9062,3,2,tw,Water / water edge,1,l
Hangzhou,114,9791,2,2,bl,Bare land / construction,0,m
Hangzhou,115,9787,2,2,田地,Paddy / cropland / field,0,h
Hangzhou,116,9796,2,2,veg,Urban green space,0,m
Hangzhou,117,10416,2,3,veg,Unlabeled,1,h
Hangzhou,118,6000,2,2,veg,Vegetation / forest edge,0,m
Hangzhou,119,498,2,1,veg,Vegetation / forest edge,1,h
Hangzhou,120,14714,2,3,veg,Vegetation / forest edge,1,h
Hangzhou,121,9058,1,2,road,Road / road edge,1,h
Hangzhou,122,9613,2,2,bl,Bare land / construction,0,m
Hangzhou,123,9405,2,2,土路,Road / road edge,0,l
Hangzhou,124,5841,3,2,we,Water / water edge,1,m
