CheckID,Original_ID_x,lat,lon,My_Class,My_Confidence,My_Scene,Annotator,City,PointID,Original_ID_y,Ref_Class,Ref_Confidence,Ref_Scene
NA09,8083,31.302829137721464,119.07380195096026,2.0,h,veg,B,Nanjing,34,8083,2,h,建筑旁边的树木
NA14,14192,31.294295142522326,118.84140778695853,2.0,m,bare land,B,Nanjing,59,14192,2,m,水体的边缘
NA02,9562,31.357536538524343,119.16345381631538,2.0,h,field,B,Nanjing,39,9562,2,h,road旁边水田
NA11,5577,31.956443338446828,118.91219503134715,2.0,m,water edge,B,Nanjing,27,5577,3,m,水体和 城市路面边缘
NA19,888,32.28145380824127,118.78274779890552,2.0,h,veg,B,Nanjing,142,888,2,l,城市绿植
NA16,868,32.05705465026821,118.90006777501154,1.0,h,city,B,Nanjing,97,868,1,m,工厂路面
NA06,2929,31.796453386345146,118.63578341842356,2.0,h,veg,B,Nanjing,100,2929,2,h,树木
NA10,9240,32.06226487891611,118.5923049586722,1.0,h,building,B,Nanjing,19,9240,1,h,建筑
NA17,5255,31.97396048648716,118.76801542824596,1.0,m,road,B,Nanjing,130,5255,1,m,road 和树木交界
NA05,9175,32.243544903251426,118.63021386366204,2.0,h,rural road,B,Nanjing,90,9175,2,h,农村土路
NA03,6972,31.81100609394788,118.55295874922776,1.0,h,building,B,Nanjing,1,6972,1,h,高亮反射建筑边缘
NA07,7097,31.892483290217516,118.79855814790604,1.0,h,building,B,Nanjing,65,7097,1,h,白色屋顶
NA15,2139,32.049239307296375,118.76145772667188,2.0,m,road,B,Nanjing,60,2139,2,m,树木中间的城市路面
NA12,11303,32.01672029401125,118.64171229929876,2.0,m,water edge,B,Nanjing,148,11303,2,m,水体边缘
NA18,5140,32.131704650378545,118.57703359884216,2.0,m,veg,B,Nanjing,56,5140,2,m,绿色房子旁边的树木
NA04,8323,32.099814457792306,118.91938155362013,1.0,h,building,B,Nanjing,12,8323,1,h,特殊建筑
NA13,8328,31.36328575634271,118.93824617458662,2.0,m,veg,C,Nanjing,28,8328,2,m,城市road旁边的树木
NA15,2139,32.049239307296375,118.76145772667188,2.0,m,veg,C,Nanjing,60,2139,2,m,树木中间的城市路面
NA09,8083,31.302829137721464,119.07380195096026,2.0,h,veg,C,Nanjing,34,8083,2,h,建筑旁边的树木
NA08,9678,31.74533924667874,118.65869045816862,2.0,h,rural,C,Nanjing,26,9678,2,h,农村土路
NA18,5140,32.131704650378545,118.57703359884216,2.0,h,veg,C,Nanjing,56,5140,2,m,绿色房子旁边的树木
NA19,888,32.28145380824127,118.78274779890552,2.0,m,veg,C,Nanjing,142,888,2,l,城市绿植
NA20,6389,31.33624646629071,118.84446205892452,1.0,m,city,C,Nanjing,120,6389,1,l,小区路面
NA06,2929,31.796453386345146,118.63578341842356,2.0,h,veg,C,Nanjing,100,2929,2,h,树木
NA03,6972,31.81100609394788,118.55295874922776,1.0,h,building,C,Nanjing,1,6972,1,h,高亮反射建筑边缘
NA01,4179,31.80193310957827,118.73783203469957,2.0,h,veg,C,Nanjing,118,4179,2,h,树木
NA04,8323,32.099814457792306,118.91938155362013,1.0,h,building,C,Nanjing,12,8323,1,h,特殊建筑
NA10,9240,32.06226487891611,118.5923049586722,1.0,h,bulding,C,Nanjing,19,9240,1,h,建筑
NA11,5577,31.956443338446828,118.91219503134715,3.0,m,water,C,Nanjing,27,5577,3,m,水体和 城市路面边缘
NA05,9175,32.243544903251426,118.63021386366204,2.0,m,rural,C,Nanjing,90,9175,2,h,农村土路
NA02,9562,31.357536538524343,119.16345381631538,2.0,m,field,C,Nanjing,39,9562,2,h,road旁边水田
NA12,11303,32.01672029401125,118.64171229929876,3.0,l,water,C,Nanjing,148,11303,2,m,水体边缘
NA16,868,32.05705465026821,118.90006777501154,1.0,h,factory,C,Nanjing,97,868,1,m,工厂路面
NA17,5255,31.97396048648716,118.76801542824596,1.0,m,road,C,Nanjing,130,5255,1,m,road 和树木交界
NA14,14192,31.294295142522326,118.84140778695853,2.0,m,water edge,C,Nanjing,59,14192,2,m,水体的边缘
NA07,7097,31.892483290217516,118.79855814790604,,,,C,Nanjing,65,7097,1,h,白色屋顶
